slider_relation.response,slider_relation.rt,slider_blame_SA.response,slider_blame_SA.rt,slider_blame_OA.response,slider_blame_OA.rt,verb_stimulus,agency,mouse_feeling.clicked_name,mouse_feeling.time,mouse_action.clicked_name,mouse_action.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimno_ADeSS,stimno_Zahn2007,participant,your name,your best friend,session,date,expName,psychopyVersion,OS,frameRate
,,7,3.3427,1,7.6027,is possessive towards,self,"[""contempt_self""]",4.6465,"[""hiding"",""hiding"",""attack_self""]",8.1802,0,31,31,27,1,28,170,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,2,4.5377,6,6.7714,is prejudiced towards,other,"[""no_feeling"",""no_feeling"",""anger_friend""]",11.7802,"[""distance_friend""]",4.3632,0,32,32,28,1,29,171,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,4,4.8849,2,6.4361,is tough towards,self,"[""guilt""]",3.9993,"[""apologising""]",3.4286,0,33,33,45,1,46,185,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,7,2.4927,1,5.7388,is cruel towards,self,"[""contempt_self""]",7.1684,"[""attack_self""]",2.7432,0,34,34,9,1,10,131,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,2,3.0663,4,5.0346,is boastful towards,other,"[""no_feeling""]",3.6979,"[""no_action""]",3.1176,0,35,35,2,1,3,125,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,6,3.0852,2,10.6447,is dishonest with,self,"[""shame""]",3.2509,"[""hiding""]",2.4466,0,36,36,15,1,16,137,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,5,3.2204,2,4.7164,is temperamental with,self,"[""guilt""]",5.1155,"[""apologising""]",2.4982,0,37,37,41,1,42,182,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,7,6.2707,1,9.5046,is selfish towards,self,"[""guilt""]",6.0122,"[""hiding""]",3.3322,0,38,38,37,1,38,179,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,5,3.3868,1,9.0855,is apathetic towards,self,"[""anger_self""]",4.7798,"[""attack_self"",""apologising"",""attack_self""]",7.0154,0,39,39,1,1,2,123,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,2,3.1126,5,6.8716,is greedy towards,other,"[""anger_friend""]",6.3288,"[""distance_friend""]",3.7313,0,40,40,16,1,17,147,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,4,4.6044,4,6.1673,is disagreeable towards,other,"[""no_feeling""]",29.2488,"[""distance_friend""]",5.328,0,41,41,12,1,13,136,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,5,3.2078,4,4.7056,is tough towards,other,"[""contempt_self""]",6.6812,"[""hiding""]",2.6647,0,42,42,44,1,45,185,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,1,3.3847,1,6.2202,is helpless towards,other,"[""no_feeling""]",9.6811,"[""no_action""]",3.3127,0,43,43,18,1,19,149,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,6,3.0352,3,4.5268,is firm with,other,"[""guilt"",""shame"",""guilt""]",5.4757,"[""hiding""]",3.2813,0,44,44,50,1,51,237,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,7,2.4879,1,5.9578,is stingy towards,self,"[""contempt_self""]",4.2297,"[""attack_self""]",2.7473,0,45,45,39,1,40,180,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,4,3.9977,4,5.2691,is quarrelsome with,other,"[""no_feeling""]",14.0944,"[""distance_friend""]",2.2652,0,46,46,30,1,31,173,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,3,3.8528,6,6.1036,is possessive towards,other,"[""shame""]",7.3813,"[""hiding""]",2.9135,0,47,47,26,1,27,170,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,4,3.4847,6,5.6367,is jealous towards,other,"[""shame""]",4.8782,"[""distance_friend""]",10.2142,0,48,48,24,1,25,165,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,4,3.2003,4,4.6679,is temperamental with,other,"[""no_feeling""]",4.2659,"[""no_action""]",2.5971,0,49,49,40,1,41,182,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,2,5.0242,4,6.6389,is careless towards,other,"[""no_feeling""]",9.3647,"[""hiding""]",3.3807,0,50,50,6,1,7,127,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,3,7.1223,5,8.5999,is selfish towards,other,"[""anger_friend""]",5.9643,"[""distance_friend""]",3.2991,0,51,51,36,1,37,179,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,2,4.4181,4,6.3988,is bossy with,other,"[""no_feeling""]",4.2309,"[""no_action""]",2.0815,0,52,52,4,1,5,126,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
,,6,2.9731,2,4.904,is disagreeable towards,self,"[""shame"",""guilt"",""shame""]",12.9088,"[""apologising""]",2.5132,0,53,53,13,1,14,136,"ID",Pip,Morgan,11/12/23,2023-12-11_12h28.49.226,msat_sussex,2020.2.10,Win32,60
