slider_relation.response,slider_relation.rt,slider_blame_SA.response,slider_blame_SA.rt,slider_blame_OA.response,slider_blame_OA.rt,verb_stimulus,agency,mouse_feeling.clicked_name,mouse_feeling.time,mouse_action.clicked_name,mouse_action.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimno_ADeSS,stimno_Zahn2007,participant,your name,your best friend,session,date,expName,psychopyVersion,OS,frameRate
4,13.0357,2,16.3635,4,24.7888,is boastful towards,other,"[""contempt_friend"",""no_feeling"",""no_feeling""]",44.1794,"[""apologising""]",55.0493,0,0,0,2,1,3,125,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,6,12.1184,3,18.6931,is rough towards,self,"[""guilt"",""anger_self"",""guilt"",""anger_self"",""guilt""]",22.3238,"[""apologising""]",27.3587,0,1,1,35,1,36,177,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,11.2194,5,19.7154,is cruel towards,other,"[""contempt_friend""]",23.4585,"[""attack_self""]",37.3447,0,2,2,8,1,9,131,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,3,18.4934,2,24.5681,is helpless towards,other,"[""contempt_self""]",31.444,"[""apologising""]",12.8374,0,3,3,18,1,19,149,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,5,6.3765,3,10.7968,is greedy towards,self,"[""contempt_self""]",11.0363,"[""apologising""]",15.255,0,4,4,17,1,18,147,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,17.8658,5,22.8617,is deceitful towards,other,"[""anger_friend""]",13.2032,"[""distance_friend""]",28.3274,0,5,5,10,1,11,133,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,5,9.2846,3,14.1436,is tough towards,self,"[""guilt"",""anger_self"",""anger_self""]",18.5225,"[""apologising""]",9.3026,0,6,6,45,1,46,185,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,5.8302,5,10.8911,is rough towards,other,"[""anger_friend""]",9.9195,"[""apologising""]",14.3047,0,7,7,34,1,35,177,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,6.9553,7,27.016,is romantic towards,other,"[""anger_friend""]",15.8221,"[""verbal_friend""]",10.6516,0,8,8,52,1,53,275,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,8.5332,2,10.8146,is competitive with,self,"[""no_feeling""]",6.7019,"[""no_action""]",5.7005,0,9,9,49,1,50,217,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,7.1244,5,10.1477,is quarrelsome with,other,"[""anger_friend"",""anger_friend"",""anger_friend""]",13.3041,"[""verbal_friend""]",9.8695,0,10,10,30,1,31,173,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,6,4.7786,2,7.997,is deceitful towards,self,"[""guilt""]",8.3179,"[""apologising""]",8.7351,0,11,11,11,1,12,133,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,6,5.2763,2,9.7236,is jealous towards,self,"[""guilt""]",7.6512,"[""apologising""]",4.3672,0,12,12,25,1,26,165,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,6,3.1799,2,5.1884,is rebellious towards,self,"[""guilt""]",31.844,"[""apologising""]",4.1342,0,13,13,33,1,34,174,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,5,3.5599,2,6.0066,is touchy with,self,"[""guilt""]",11.0865,"[""apologising""]",11.2532,0,14,14,43,1,44,184,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,8.4402,5,11.6732,is careless towards,other,"[""anger_friend"",""contempt_friend"",""anger_friend""]",19.5898,"[""distance_self""]",21.1897,0,15,15,6,1,7,127,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,4.7214,6,6.4561,is ignorant towards,other,"[""contempt_friend""]",16.4051,"[""distance_friend""]",11.7537,0,16,16,20,1,21,150,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,4,9.2098,4,11.6351,is firm with,other,"[""guilt""]",14.1032,"[""apologising""]",8.535,0,17,17,50,1,51,237,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,6,10.0417,2,16.2603,is prejudiced towards,self,"[""shame""]",6.8847,"[""apologising""]",7.0523,0,18,18,29,1,30,171,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,6,7.2245,2,10.0754,is apathetic towards,self,"[""guilt""]",12.6873,"[""apologising""]",6.7015,0,19,19,1,1,2,123,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,4,7.6745,2,9.5463,is stingy towards,self,"[""no_feeling""]",9.8527,"[""apologising""]",6.4852,0,20,20,39,1,40,180,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,3,18.3108,6,12.2271,is impatient with,other,"[""contempt_friend""]",22.9738,"[""apologising""]",7.0854,0,21,21,22,1,23,153,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,5,14.8258,2,17.5749,is bossy with,self,"[""guilt""]",22.1739,"[""apologising""]",5.7341,0,22,22,5,1,6,126,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
,,2,5.4893,5,7.7158,is greedy towards,other,"[""contempt_friend""]",9.4023,"[""no_action""]",7.0847,0,23,23,16,1,17,147,"ID",Bob,Michael,,2023-06-30_18h52.01.572,msat_sussex,2020.2.10,Win32,60
