slider_relation.response,slider_relation.rt,slider_blame_SA.response,slider_blame_SA.rt,slider_blame_OA.response,slider_blame_OA.rt,verb_stimulus,agency,mouse_feeling.clicked_name,mouse_feeling.time,mouse_action.clicked_name,mouse_action.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimno_ADeSS,stimno_Zahn2007,participant,your name,your best friend,session,date,expName,psychopyVersion,OS,frameRate
,,7,5.1873,1,7.2064,is cruel towards,self,"[""shame"",""contempt_self"",""shame""]",7.4615,"[""attack_self""]",2.9485,0,27,27,9,1,10,131,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,3.0049,1,4.5714,is ignorant towards,self,"[""contempt_self""]",3.3964,"[""attack_self""]",5.0131,0,28,28,21,1,22,150,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,6,4.1912,1,10.5071,is selfish towards,self,"[""guilt""]",6.962,"[""apologising""]",5.347,0,29,29,37,1,38,179,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,3,5.8668,5,8.0196,is jealous towards,other,"[""shame""]",3.7974,"[""distance_friend""]",4.4458,0,30,30,24,1,25,165,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,5.1362,1,8.4402,is prejudiced towards,self,"[""contempt_self""]",3.4112,"[""attack_self""]",4.3986,0,31,31,29,1,30,171,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,4,8.219,1,11.5513,is helpless towards,self,"[""shame""]",5.649,"[""hiding""]",4.9309,0,32,32,19,1,20,149,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,1,4.0858,1,5.8968,is competitive with,other,"[""no_feeling""]",5.3116,"[""no_action""]",3.7651,0,33,33,48,1,49,217,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,5,3.5519,6,6.1227,is cruel towards,other,"[""contempt_self""]",4.2962,"[""hiding""]",2.9642,0,34,34,8,1,9,131,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,6,3.6766,1,5.6345,is vain towards,self,"[""shame""]",6.8644,"[""hiding""]",2.7465,0,35,35,47,1,48,201,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,3,3.9744,1,6.7207,is competitive with,self,"[""shame""]",3.3832,"[""hiding""]",2.7636,0,36,36,49,1,50,217,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,5,4.4275,4,6.6253,is impatient with,other,"[""shame""]",5.8628,"[""apologising""]",5.7321,0,37,37,22,1,23,153,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,1,3.32,1,5.4567,is helpless towards,other,"[""no_feeling""]",4.8472,"[""apologising""]",5.6646,0,38,38,18,1,19,149,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,3,3.8857,2,5.9199,is firm with,self,"[""no_feeling""]",4.2813,"[""no_action""]",2.7469,0,39,39,51,1,52,237,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,2.6868,2,4.9549,is deceitful towards,self,"[""guilt""]",5.3969,"[""hiding""]",2.4804,0,40,40,11,1,12,133,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,5,4.1957,3,6.4856,is firm with,other,"[""contempt_self""]",4.9134,"[""attack_self""]",4.3825,0,41,41,50,1,51,237,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,4,16.5006,3,21.7134,is stingy towards,other,"[""no_feeling""]",3.7141,"[""no_action""]",5.6325,0,42,42,38,1,39,180,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,6,2.9429,2,4.4953,is impatient with,self,"[""anger_self""]",5.1628,"[""apologising""]",7.6307,0,43,43,23,1,24,153,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,6.07,1,9.2218,is bossy with,self,"[""shame""]",2.6151,"[""hiding""]",2.4805,0,44,44,5,1,6,126,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,3.4949,1,5.245,is boastful towards,self,"[""shame""]",6.1818,"[""hiding""]",5.1461,0,45,45,3,1,4,125,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,4.1565,3,6.2337,is apathetic towards,other,"[""contempt_self""]",5.0251,"[""attack_self""]",4.7286,0,46,46,0,1,1,123,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,2,9.8034,2,11.5524,is greedy towards,other,"[""no_feeling""]",4.4476,"[""no_action""]",3.9458,0,47,47,16,1,17,147,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,4,3.9051,6,5.8799,is prejudiced towards,other,"[""anger_friend""]",4.5143,"[""distance_friend""]",4.3305,0,48,48,28,1,29,171,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,3.9856,1,7.0377,is stingy towards,self,"[""shame""]",3.9295,"[""attack_self""]",5.865,0,49,49,39,1,40,180,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,5,4.0958,5,6.5313,is possessive towards,other,"[""shame""]",5.4982,"[""distance_friend""]",6.4649,0,50,50,26,1,27,170,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,2,3.2059,2,5.2192,is boastful towards,other,"[""no_feeling""]",5.9158,"[""no_action""]",3.1793,0,51,51,2,1,3,125,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,5,3.6014,5,6.0681,is rough towards,other,"[""anger_friend""]",22.7113,"[""distance_friend"",""hiding"",""distance_friend""]",10.163,0,52,52,34,1,35,177,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
,,7,4.2542,1,8.9039,is jealous towards,self,"[""shame"",""contempt_self"",""shame""]",5.0303,"[""attack_self""]",3.4471,0,53,53,25,1,26,165,"ID",Pip,Morgan,,2023-11-21_13h23.39.356,msat_sussex,2020.2.10,Win32,60
